major_name,major_description,university_name,country,university_score,major_name_vi,major_description_vi
"Information Systems Auditing, Controls and Assurance"," Security Engineering, Strategy and Operations, Change Management, Audit, Leadership and Management, Risk Management",the hong kong university of science and technology,Unknown,62.39938193343899,"Kiểm toán, kiểm soát và đảm bảo hệ thống thông tin","Kỹ thuật bảo mật, Chiến lược và hoạt động, Quản lý thay đổi, Kiểm toán, Lãnh đạo và Quản lý, Quản lý rủi ro"
Blockchain Transformations of Financial Services," BlockChain, Business Transformation, Finance, Accounting, FinTech, Financial Accounting, Innovation, Banking, Financial Management, Payments",insead,Unknown,62.39938193343899,Chuyển đổi chuỗi khối của dịch vụ tài chính,"BlockChain, Chuyển đổi kinh doanh, Tài chính, Kế toán, Công nghệ tài chính, Kế toán tài chính, Đổi mới, Ngân hàng, Quản lý tài chính, Thanh toán"
Cryptocurrency and Blockchain: An Introduction to Digital Currencies," BlockChain, FinTech, Finance, Cryptography, Investment Management, Algorithms, Business Transformation, Financial Management, Innovation, Systems Design",university of pennsylvania,USA,73.64,Tiền điện tử và Blockchain: Giới thiệu về tiền tệ kỹ thuật số,"BlockChain, FinTech, Tài chính, Mật mã, Quản lý đầu tư, Thuật toán, Chuyển đổi kinh doanh, Quản lý tài chính, Đổi mới, Thiết kế hệ thống"
Cryptocurrency and Blockchain: An Introduction to Digital Currencies," BlockChain, FinTech, Finance, Cryptography, Investment Management, Algorithms, Business Transformation, Financial Management, Innovation, Systems Design",university of pennsylvania,USA,77.24,Tiền điện tử và Blockchain: Giới thiệu về tiền tệ kỹ thuật số,"BlockChain, FinTech, Tài chính, Mật mã, Quản lý đầu tư, Thuật toán, Chuyển đổi kinh doanh, Quản lý tài chính, Đổi mới, Thiết kế hệ thống"
Cryptocurrency and Blockchain: An Introduction to Digital Currencies," BlockChain, FinTech, Finance, Cryptography, Investment Management, Algorithms, Business Transformation, Financial Management, Innovation, Systems Design",university of pennsylvania,USA,79.3,Tiền điện tử và Blockchain: Giới thiệu về tiền tệ kỹ thuật số,"BlockChain, FinTech, Tài chính, Mật mã, Quản lý đầu tư, Thuật toán, Chuyển đổi kinh doanh, Quản lý tài chính, Đổi mới, Thiết kế hệ thống"
Cryptocurrency and Blockchain: An Introduction to Digital Currencies," BlockChain, FinTech, Finance, Cryptography, Investment Management, Algorithms, Business Transformation, Financial Management, Innovation, Systems Design",university of pennsylvania,USA,77.6,Tiền điện tử và Blockchain: Giới thiệu về tiền tệ kỹ thuật số,"BlockChain, FinTech, Tài chính, Mật mã, Quản lý đầu tư, Thuật toán, Chuyển đổi kinh doanh, Quản lý tài chính, Đổi mới, Thiết kế hệ thống"
Decentralized Finance (DeFi) Primitives," BlockChain, FinTech, Finance, Payments, Cryptography, Algorithms, Computational Logic, Contract Management, Regulations and Compliance",duke university,USA,58.37,Tài chính phi tập trung (DeFi) nguyên thủy,"BlockChain, FinTech, Tài chính, Thanh toán, Mật mã, Thuật toán, Logic tính toán, Quản lý hợp đồng, Quy định và tuân thủ"
Decentralized Finance (DeFi) Primitives," BlockChain, FinTech, Finance, Payments, Cryptography, Algorithms, Computational Logic, Contract Management, Regulations and Compliance",duke university,USA,57.72,Tài chính phi tập trung (DeFi) nguyên thủy,"BlockChain, FinTech, Tài chính, Thanh toán, Mật mã, Thuật toán, Logic tính toán, Quản lý hợp đồng, Quy định và tuân thủ"
Decentralized Finance (DeFi) Primitives," BlockChain, FinTech, Finance, Payments, Cryptography, Algorithms, Computational Logic, Contract Management, Regulations and Compliance",duke university,USA,63.56,Tài chính phi tập trung (DeFi) nguyên thủy,"BlockChain, FinTech, Tài chính, Thanh toán, Mật mã, Thuật toán, Logic tính toán, Quản lý hợp đồng, Quy định và tuân thủ"
Decentralized Finance (DeFi) Primitives," BlockChain, FinTech, Finance, Payments, Cryptography, Algorithms, Computational Logic, Contract Management, Regulations and Compliance",duke university,USA,61.55,Tài chính phi tập trung (DeFi) nguyên thủy,"BlockChain, FinTech, Tài chính, Thanh toán, Mật mã, Thuật toán, Logic tính toán, Quản lý hợp đồng, Quy định và tuân thủ"
Web3 and Blockchain in Global Commerce," BlockChain, Finance, Leadership and Management, Cryptography, FinTech, Innovation, Strategy, Strategy and Operations, Business Transformation, Risk Management, System Security, Distributed Computing Architecture, Network Model, Network Security, Internet Of Things, Software Security",insead,Unknown,62.39938193343899,Web3 và Blockchain trong thương mại toàn cầu,"BlockChain, Tài chính, Lãnh đạo và Quản lý, Mật mã, FinTech, Đổi mới, Chiến lược, Chiến lược và Hoạt động, Chuyển đổi kinh doanh, Quản lý rủi ro, Bảo mật hệ thống, Kiến trúc máy tính phân tán, Mô hình mạng, An ninh mạng, Internet vạn vật, Bảo mật phần mềm"
"Blockchain, Cryptoassets, and Decentralized Finance"," BlockChain, Cryptography, FinTech, Finance, Leadership and Management, Payments, System Security, Business Process Management, Business Transformation, Contract Management",insead,Unknown,62.39938193343899,"Blockchain, tài sản tiền điện tử và tài chính phi tập trung","BlockChain, Mật mã, FinTech, Tài chính, Lãnh đạo và Quản lý, Thanh toán, Bảo mật hệ thống, Quản lý quy trình kinh doanh, Chuyển đổi kinh doanh, Quản lý hợp đồng"
Creative Writing," Creativity, Human Learning, Storytelling, Writing",wesleyan university,USA,46.3,Viết sáng tạo,"Sáng tạo, Học hỏi con người, Kể chuyện, Viết"
Creative Writing," Creativity, Human Learning, Storytelling, Writing",wesleyan university,USA,45.48,Viết sáng tạo,"Sáng tạo, Học hỏi con người, Kể chuyện, Viết"
Managing Emotions in Times of Uncertainty & Stress, Emotional Intelligence,yale university,USA,79.14,Quản lý cảm xúc trong thời điểm không chắc chắn và căng thẳng,Trí tuệ cảm xúc
Managing Emotions in Times of Uncertainty & Stress, Emotional Intelligence,yale university,USA,78.83,Quản lý cảm xúc trong thời điểm không chắc chắn và căng thẳng,Trí tuệ cảm xúc
Managing Emotions in Times of Uncertainty & Stress, Emotional Intelligence,yale university,USA,88.11,Quản lý cảm xúc trong thời điểm không chắc chắn và căng thẳng,Trí tuệ cảm xúc
Managing Emotions in Times of Uncertainty & Stress, Emotional Intelligence,yale university,USA,86.61,Quản lý cảm xúc trong thời điểm không chắc chắn và căng thẳng,Trí tuệ cảm xúc
UI / UX Design," Design and Product, Front-End Web Development, Graphic Design, Human Computer Interaction, Research and Design, User Experience, User Experience Design, User Research, Visual Design, Visualization (Computer Graphics), Web Design, Strategy",california institute of the arts,Unknown,62.39938193343899,Thiết kế giao diện người dùng/UX,"Thiết kế và sản phẩm, Phát triển web front-end, Thiết kế đồ họa, Tương tác máy tính của con người, Nghiên cứu và thiết kế, Trải nghiệm người dùng, Thiết kế trải nghiệm người dùng, Nghiên cứu người dùng, Thiết kế trực quan, Trực quan hóa (Đồ họa máy tính), Thiết kế web, Chiến lược"
Creating a Free Business Page with Blogger," Marketing, Social Media",coursera project network,Unknown,62.39938193343899,Tạo một trang kinh doanh miễn phí với Blogger,"Tiếp Thị, Truyền Thông Xã Hội"
"L'investissement à impact, la finance qui change le monde"," Entrepreneurship, Finance, Business Psychology, Collaboration, Communication, Data Analysis, Decision Making, Design and Product, Sales, Strategy and Operations, Investment Management",essec business school,Unknown,62.39938193343899,"Đầu tư à tác động, la tài chính qui thay đổi thế giới","Tinh thần kinh doanh, Tài chính, Tâm lý kinh doanh, Hợp tác, Giao tiếp, Phân tích dữ liệu, Ra quyết định, Thiết kế và Sản phẩm, Bán hàng, Chiến lược và Hoạt động, Quản lý đầu tư"
Customer Service Fundamentals," Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, User Experience",knowledge accelerators,Unknown,62.39938193343899,Dịch vụ khách hàng cơ bản,"Giao tiếp, Hỗ trợ khách hàng, Lãnh đạo và quản lý, Giải quyết vấn đề, Quản lý quan hệ khách hàng, Thành công của khách hàng, Chiến lược, Khả năng thích ứng, Tư duy phản biện, Trải nghiệm người dùng"
1.- El Cálculo - Modelo Lineal," Algebra, Calculus, Linear Algebra, Mathematics, Graph Theory, Mathematical Theory & Analysis, Data Visualization, Geometry",tecnológico de monterrey,Unknown,62.39938193343899,1.- El Cálculo - Modelo Lineal,"Đại số, Giải tích, Đại số tuyến tính, Toán học, Lý thuyết đồ thị, Lý thuyết & Phân tích Toán học, Trực quan hóa Dữ liệu, Hình học"
Introduction to Statistics," General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Probability Distribution, Problem Solving, Statistical Visualization",stanford university,USA,89.5,Giới thiệu về Thống kê,"Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Tư duy phản biện, Thống kê mô tả cơ bản, Phân tích dữ liệu, Kiểm tra thống kê, Phân phối xác suất, Giải quyết vấn đề, Trực quan hóa thống kê"
Introduction to Statistics," General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Probability Distribution, Problem Solving, Statistical Visualization",stanford university,USA,93.94,Giới thiệu về Thống kê,"Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Tư duy phản biện, Thống kê mô tả cơ bản, Phân tích dữ liệu, Kiểm tra thống kê, Phân phối xác suất, Giải quyết vấn đề, Trực quan hóa thống kê"
Introduction to Statistics," General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Probability Distribution, Problem Solving, Statistical Visualization",stanford university,USA,99.09,Giới thiệu về Thống kê,"Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Tư duy phản biện, Thống kê mô tả cơ bản, Phân tích dữ liệu, Kiểm tra thống kê, Phân phối xác suất, Giải quyết vấn đề, Trực quan hóa thống kê"
Introduction to Statistics," General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Probability Distribution, Problem Solving, Statistical Visualization",stanford university,USA,98.66,Giới thiệu về Thống kê,"Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Tư duy phản biện, Thống kê mô tả cơ bản, Phân tích dữ liệu, Kiểm tra thống kê, Phân phối xác suất, Giải quyết vấn đề, Trực quan hóa thống kê"
Finding Your Professional Voice: Confidence & Impact, Communication,university of london,Unknown,62.39938193343899,Tìm tiếng nói chuyên nghiệp của bạn: Sự tự tin và tác động,Giao tiếp
Finanças Orientada a Dados," Leadership and Management, Strategy, Communication, Data Management, Databases, Strategy and Operations, Cloud Computing, Entrepreneurship, Finance, Network Security",fundação instituto de administração,Unknown,62.39938193343899,Tài chính Phương Đông và Dados,"Lãnh đạo và Quản lý, Chiến lược, Truyền thông, Quản lý dữ liệu, Cơ sở dữ liệu, Chiến lược và Hoạt động, Điện toán đám mây, Tinh thần kinh doanh, Tài chính, An ninh mạng"
Intelligence Tools for the Digital Age," Business Analysis, Business Intelligence, Data Management, Research and Design, Critical Thinking, Strategy and Operations, Communication, Leadership and Management, Process Analysis, Data Analysis",ie business school,Unknown,62.39938193343899,Công cụ thông minh cho thời đại kỹ thuật số,"Phân tích kinh doanh, Kinh doanh thông minh, Quản lý dữ liệu, Nghiên cứu và thiết kế, Tư duy phản biện, Chiến lược và hoạt động, Giao tiếp, Lãnh đạo và quản lý, Phân tích quy trình, Phân tích dữ liệu"
